	index	0
305	0 days 09:51:00	0.04436667808264966
306	0 days 09:51:10	0.04441490213194076
307	0 days 09:51:20	0.04445455580528001
308	0 days 09:51:30	0.044493640083820674
309	0 days 09:51:40	0.04453407532185419
310	0 days 09:51:50	0.04457330401733984
311	0 days 09:52:00	0.04461510218280219
312	0 days 09:52:10	0.044658044790235156
313	0 days 09:52:20	0.04469945659043229
314	0 days 09:52:30	0.04474293056646257
315	0 days 09:52:40	0.04478822855921111
316	0 days 09:52:50	0.044834958545525015
317	0 days 09:53:00	0.04488529151484685
318	0 days 09:53:10	0.04492955541133
319	0 days 09:53:20	0.044976797974090967
320	0 days 09:53:30	0.04502783571523789
321	0 days 09:53:40	0.0450804450996204
322	0 days 09:53:50	0.045132832678086904
323	0 days 09:54:00	0.045183148177574406
324	0 days 09:54:10	0.045233997032556504
325	0 days 09:54:20	0.04528650642965508
326	0 days 09:54:30	0.045336253407955635
327	0 days 09:54:40	0.045384903744916064
328	0 days 09:54:50	0.04542933186175346
329	0 days 09:55:00	0.04547491285762975
330	0 days 09:55:10	0.045523018628699896
331	0 days 09:55:20	0.04557958520500011
332	0 days 09:55:30	0.04564597673993667
333	0 days 09:55:40	0.04572752621059238
334	0 days 09:55:50	0.04580288654986857
335	0 days 09:56:00	0.04587279003221254
336	0 days 09:56:10	0.045946944101548357
337	0 days 09:56:20	0.046020574487544035
338	0 days 09:56:30	0.0460793125855538
339	0 days 09:56:40	0.04614099725919253
340	0 days 09:56:50	0.04620273122199144
341	0 days 09:57:00	0.04626211422040761
342	0 days 09:57:10	0.04632406825532225
343	0 days 09:57:20	0.04639412637962113
344	0 days 09:57:30	0.04648031360814717
345	0 days 09:57:40	0.0465568556766833
346	0 days 09:57:50	0.04663183689597162
347	0 days 09:58:00	0.04670983381186224
348	0 days 09:58:10	0.04678476320487886
349	0 days 09:58:20	0.04686374845774822
350	0 days 09:58:30	0.04694445259070621
351	0 days 09:58:40	0.047025014595607685
352	0 days 09:58:50	0.047095018030003474
353	0 days 09:59:00	0.047165070210701154
354	0 days 09:59:10	0.04723155991706798
355	0 days 09:59:20	0.047295286820321664
356	0 days 09:59:30	0.04735650462563681
357	0 days 09:59:40	0.04741818402286571
358	0 days 09:59:50	0.04747936678574395
359	0 days 10:00:00	0.04753890591696914
360	0 days 10:00:10	0.04760067154572341
361	0 days 10:00:20	0.047657599760995366
362	0 days 10:00:30	0.047720578139503436
363	0 days 10:00:40	0.04778052170377997
364	0 days 10:00:50	0.04784366681917646
365	0 days 10:01:00	0.047904977023779244
366	0 days 10:01:10	0.04797073894900612
367	0 days 10:01:20	0.0480347184566725
368	0 days 10:01:30	0.04810153964258343
369	0 days 10:01:40	0.048169707263411674
370	0 days 10:01:50	0.04824322458411622
371	0 days 10:02:00	0.04831299354543021
372	0 days 10:02:10	0.04838669787321904
373	0 days 10:02:20	0.04846083442186315
374	0 days 10:02:30	0.04854142276987539
375	0 days 10:02:40	0.04862323243654028
376	0 days 10:02:50	0.048701972352661854
377	0 days 10:03:00	0.048780364629399935
378	0 days 10:03:10	0.04885888272207633
379	0 days 10:03:20	0.04892951073273543
380	0 days 10:03:30	0.048995238149021826
381	0 days 10:03:40	0.04905815342726795
382	0 days 10:03:50	0.04911561166555564
383	0 days 10:04:00	0.0491733994931881
384	0 days 10:04:10	0.04923062756501542
385	0 days 10:04:20	0.04928519855332242
386	0 days 10:04:30	0.04933785143203256
387	0 days 10:04:40	0.04939450656274633
388	0 days 10:04:50	0.04945555926784234
389	0 days 10:05:00	0.049516034458917835
390	0 days 10:05:10	0.04957096455898466
391	0 days 10:05:20	0.04962433744766939
392	0 days 10:05:30	0.04967798737428463
393	0 days 10:05:40	0.04973144363758666
394	0 days 10:05:50	0.049790383481255855
395	0 days 10:06:00	0.04984499556997237
396	0 days 10:06:10	0.04989842151368557
397	0 days 10:06:20	0.04995847262638387
398	0 days 10:06:30	0.05003087374053659
399	0 days 10:06:40	0.050096264803291116
400	0 days 10:06:50	0.05016013996284689
401	0 days 10:07:00	0.05022612158520673
402	0 days 10:07:10	0.05029514517358921
403	0 days 10:07:20	0.05036288259229289
404	0 days 10:07:30	0.050428376656972196
405	0 days 10:07:40	0.05048879751303082
406	0 days 10:07:50	0.050544265624688445
407	0 days 10:08:00	0.05060254789042869
408	0 days 10:08:10	0.050658031316942694
409	0 days 10:08:20	0.05071728016698297
410	0 days 10:08:30	0.05077418491402001
411	0 days 10:08:40	0.05082608836394489
412	0 days 10:08:50	0.05088086714377919
413	0 days 10:09:00	0.05093609069850812
414	0 days 10:09:10	0.05099259947879374
415	0 days 10:09:20	0.051050960733448635
416	0 days 10:09:30	0.05111249793210307
417	0 days 10:09:40	0.05116969824126711
418	0 days 10:09:50	0.051222624375367544
419	0 days 10:10:00	0.05127484846447358
420	0 days 10:10:10	0.05132073186173366
421	0 days 10:10:20	0.0513619069690786
422	0 days 10:10:30	0.05141084505034264
423	0 days 10:10:40	0.0514645200524356
424	0 days 10:10:50	0.05151794862526718
425	0 days 10:11:00	0.05157007399261803
426	0 days 10:11:10	0.05162196472812645
427	0 days 10:11:20	0.051672177097865965
428	0 days 10:11:30	0.05172107084580345
429	0 days 10:11:40	0.051770585625327624
430	0 days 10:11:50	0.05181617018466625
431	0 days 10:12:00	0.05186346940403233
432	0 days 10:12:10	0.05191173516986777
433	0 days 10:12:20	0.051953505366657125
434	0 days 10:12:30	0.051992061191686936
435	0 days 10:12:40	0.05203021846367121
436	0 days 10:12:50	0.05206793798536145
437	0 days 10:13:00	0.05210343752604227
438	0 days 10:13:10	0.05213713496535899
439	0 days 10:13:20	0.052170286366917694
440	0 days 10:13:30	0.052202452951002565
441	0 days 10:13:40	0.052230963924039316
442	0 days 10:13:50	0.052257400477241686
443	0 days 10:14:00	0.052279640627570255
444	0 days 10:14:10	0.05230323637182502
445	0 days 10:14:20	0.052323265562329864
446	0 days 10:14:30	0.052344699033655406
447	0 days 10:14:40	0.05236915774194609
448	0 days 10:14:50	0.05239742029043914
449	0 days 10:15:00	0.05242506694026428
450	0 days 10:15:10	0.05245563420246983
451	0 days 10:15:20	0.05248959618440443
452	0 days 10:15:30	0.05253076199699454
453	0 days 10:15:40	0.05257312309294079
454	0 days 10:15:50	0.05261420982674109
455	0 days 10:16:00	0.05265795713910002
456	0 days 10:16:10	0.05270287954045641
457	0 days 10:16:20	0.05274743514875331
458	0 days 10:16:30	0.052789305576966115
459	0 days 10:16:40	0.052831178842486726
460	0 days 10:16:50	0.05287197525711216
461	0 days 10:17:00	0.05290890827607067
462	0 days 10:17:10	0.052943644335368065
463	0 days 10:17:20	0.0529789238479059
464	0 days 10:17:30	0.05301446759973622
465	0 days 10:17:40	0.05305127219569458
466	0 days 10:17:50	0.05308764928828278
467	0 days 10:18:00	0.05312151045119931
468	0 days 10:18:10	0.053160729007656476
469	0 days 10:18:20	0.05320330340261628
470	0 days 10:18:30	0.05324894207222447
471	0 days 10:18:40	0.0532960691780413
472	0 days 10:18:50	0.05334418496407676
473	0 days 10:19:00	0.05339024769273768
474	0 days 10:19:10	0.05343665606770547
475	0 days 10:19:20	0.05347986189338677
476	0 days 10:19:30	0.05352605345247012
477	0 days 10:19:40	0.053579428829093806
478	0 days 10:19:50	0.053649838741887806
479	0 days 10:20:00	0.05371576060619878
480	0 days 10:20:10	0.05377606954872845
481	0 days 10:20:20	0.0538309479841135
482	0 days 10:20:30	0.05388603963301225
483	0 days 10:20:40	0.05393510640955085
484	0 days 10:20:50	0.053983497302882676
485	0 days 10:21:00	0.054035501294636974
486	0 days 10:21:10	0.054088464993393905
487	0 days 10:21:20	0.05414011658514397
488	0 days 10:21:30	0.05418372997897789
489	0 days 10:21:40	0.05422836952154113
490	0 days 10:21:50	0.05427356095687109
491	0 days 10:22:00	0.054317949314987714
492	0 days 10:22:10	0.054359234713859436
493	0 days 10:22:20	0.054398676508797185
494	0 days 10:22:30	0.0544418235053321
495	0 days 10:22:40	0.054484300032689593
496	0 days 10:22:50	0.05452781784145553
497	0 days 10:23:00	0.054574680557869355
498	0 days 10:23:10	0.05462588520066104
499	0 days 10:23:20	0.054674493643094985
500	0 days 10:23:30	0.054722150636508336
501	0 days 10:23:40	0.05477558759172053
502	0 days 10:23:50	0.05482299769548705
503	0 days 10:24:00	0.05487160974542762
504	0 days 10:24:10	0.054919031834330764
505	0 days 10:24:20	0.05496503760254616
506	0 days 10:24:30	0.05500772868718157
507	0 days 10:24:40	0.05505602631316142
508	0 days 10:24:50	0.05511253244929083
509	0 days 10:25:00	0.05516869696967142
510	0 days 10:25:10	0.0552143305317764
511	0 days 10:25:20	0.05525917482718108
512	0 days 10:25:30	0.055302485383577474
513	0 days 10:25:40	0.055347076816863544
514	0 days 10:25:50	0.05538976922619986
515	0 days 10:26:00	0.055432442301649475
516	0 days 10:26:10	0.055478937938018176
517	0 days 10:26:20	0.05552179779437685
518	0 days 10:26:30	0.05556517263475185
519	0 days 10:26:40	0.05561012151498363
520	0 days 10:26:50	0.05565481727288403
521	0 days 10:27:00	0.05569781038022681
522	0 days 10:27:10	0.05573818255377537
523	0 days 10:27:20	0.05577972667839392
524	0 days 10:27:30	0.05582038811398364
525	0 days 10:27:40	0.05585876809958482
526	0 days 10:27:50	0.05589460828241207
527	0 days 10:28:00	0.05593127856507385
528	0 days 10:28:10	0.055967035153274454
529	0 days 10:28:20	0.05600243199787587
530	0 days 10:28:30	0.05603785367090539
531	0 days 10:28:40	0.0560721335431659
532	0 days 10:28:50	0.05610454941610991
533	0 days 10:29:00	0.05613966283600489
534	0 days 10:29:10	0.05617472262864844
535	0 days 10:29:20	0.05621036466019531
536	0 days 10:29:30	0.0562476976748064
537	0 days 10:29:40	0.05628257189855959
538	0 days 10:29:50	0.056313324086320844
539	0 days 10:30:00	0.056344259826864515
540	0 days 10:30:10	0.056378238565143374
541	0 days 10:30:20	0.0564166614475251
542	0 days 10:30:30	0.05645327406677485
543	0 days 10:30:40	0.056490457373913595
544	0 days 10:30:50	0.056527023398546906
545	0 days 10:31:00	0.056560142979062054
546	0 days 10:31:10	0.056593684579068465
547	0 days 10:31:20	0.05662757093115798
548	0 days 10:31:30	0.056658857476631914
549	0 days 10:31:40	0.056689591123839846
550	0 days 10:31:50	0.0567200372971349
551	0 days 10:32:00	0.05675403499827403
552	0 days 10:32:10	0.05678871591449987
553	0 days 10:32:20	0.05682285686355591
554	0 days 10:32:30	0.056857187612333764
555	0 days 10:32:40	0.05689422990011469
556	0 days 10:32:50	0.056930293478450446
557	0 days 10:33:00	0.05696454670555098
558	0 days 10:33:10	0.057001071493244834
559	0 days 10:33:20	0.05703619522754816
560	0 days 10:33:30	0.05707189459402791
561	0 days 10:33:40	0.05710570131149496
562	0 days 10:33:50	0.05714253839304326
563	0 days 10:34:00	0.05717934513955104
564	0 days 10:34:10	0.05721575536793619
565	0 days 10:34:20	0.05725564090631882
566	0 days 10:34:30	0.05729620051786858
567	0 days 10:34:40	0.0573363371709559
568	0 days 10:34:50	0.057372916478408344
569	0 days 10:35:00	0.05741057843351521
570	0 days 10:35:10	0.05744886936709902
571	0 days 10:35:20	0.05748901717206663
572	0 days 10:35:30	0.05752954659602147
573	0 days 10:35:40	0.057567217248202115
574	0 days 10:35:50	0.057604665529927115
575	0 days 10:36:00	0.05764318663531607
576	0 days 10:36:10	0.05767937394834645
577	0 days 10:36:20	0.05771758536751797
578	0 days 10:36:30	0.05776547491412911
579	0 days 10:36:40	0.057815970545301576
580	0 days 10:36:50	0.05786380099857316
581	0 days 10:37:00	0.05790282916781212
582	0 days 10:37:10	0.05794250966973543
583	0 days 10:37:20	0.057982522327298634
584	0 days 10:37:30	0.058022968665404344
585	0 days 10:37:40	0.05806200726156512
586	0 days 10:37:50	0.0581034455417941
587	0 days 10:38:00	0.05814422067706623
588	0 days 10:38:10	0.058184941901786386
589	0 days 10:38:20	0.05822731740266338
590	0 days 10:38:30	0.058265118556653575
591	0 days 10:38:40	0.058298698642497156
592	0 days 10:38:50	0.058331518082586985
593	0 days 10:39:00	0.058365756549898735
594	0 days 10:39:10	0.05839635030076698
595	0 days 10:39:20	0.058428973487092896
596	0 days 10:39:30	0.05846207980850993
597	0 days 10:39:40	0.05849746938443495
598	0 days 10:39:50	0.05853128315097437
599	0 days 10:40:00	0.05856736644706618
600	0 days 10:40:10	0.05860723440084394
601	0 days 10:40:20	0.05865002904973605
602	0 days 10:40:30	0.05869271921871211
603	0 days 10:40:40	0.0587355072645305
604	0 days 10:40:50	0.05877989096263115
605	0 days 10:41:00	0.058826848794421356
606	0 days 10:41:10	0.05887415917193538
607	0 days 10:41:20	0.0589212340286758
608	0 days 10:41:30	0.058970434938992664
609	0 days 10:41:40	0.05902809763647474
610	0 days 10:41:50	0.05908745504103359
611	0 days 10:42:00	0.05914581703170315
612	0 days 10:42:10	0.059206593581305374
613	0 days 10:42:20	0.059268272195023314
614	0 days 10:42:30	0.05932858818292046
615	0 days 10:42:40	0.0593909380565861
616	0 days 10:42:50	0.05945158341850546
617	0 days 10:43:00	0.05950771791064821
618	0 days 10:43:10	0.05956380361945564
619	0 days 10:43:20	0.05961711318716512
620	0 days 10:43:30	0.05966540626885978
621	0 days 10:43:40	0.05971565974911039
622	0 days 10:43:50	0.059763139850341
623	0 days 10:44:00	0.05981188322873871
624	0 days 10:44:10	0.059857937637158354
625	0 days 10:44:20	0.05990080316689868
626	0 days 10:44:30	0.05994462297673756
627	0 days 10:44:40	0.059990635189249575
628	0 days 10:44:50	0.06003623303601123
629	0 days 10:45:00	0.06008432741701401
630	0 days 10:45:10	0.060134677523828096
631	0 days 10:45:20	0.0601825455280694
632	0 days 10:45:30	0.06023187069443482
633	0 days 10:45:40	0.06028272387107561
634	0 days 10:45:50	0.06033665435375262
635	0 days 10:46:00	0.060389181682973046
636	0 days 10:46:10	0.06044095624456925
637	0 days 10:46:20	0.060490538751284115
638	0 days 10:46:30	0.06054092861238763
639	0 days 10:46:40	0.060586964708097435
640	0 days 10:46:50	0.06063189015351152
641	0 days 10:47:00	0.060677555529415915
642	0 days 10:47:10	0.06072621150565591
643	0 days 10:47:20	0.06077568813718166
644	0 days 10:47:30	0.06082663256159176
645	0 days 10:47:40	0.060874459923825605
646	0 days 10:47:50	0.06092466387780061
647	0 days 10:48:00	0.060974296868340015
648	0 days 10:48:10	0.06102672465948258
649	0 days 10:48:20	0.06107794323597772
650	0 days 10:48:30	0.06113425782861305
651	0 days 10:48:40	0.0611851957105902
652	0 days 10:48:50	0.06123894053083048
653	0 days 10:49:00	0.061290954702844395
654	0 days 10:49:10	0.06134206941754451
655	0 days 10:49:20	0.06139170643744177
656	0 days 10:49:30	0.06144177610288816
657	0 days 10:49:40	0.0614951890279462
658	0 days 10:49:50	0.06154891387333863
659	0 days 10:50:00	0.06160010751418331
660	0 days 10:50:10	0.06164996690057053
661	0 days 10:50:20	0.061696028110254195
662	0 days 10:50:30	0.061740409585999564
663	0 days 10:50:40	0.061785742216348416
664	0 days 10:50:50	0.0618331483966458
665	0 days 10:51:00	0.06187933717700813
