	0
090001	
090002	0.014142135623730252
090003	0.016589051587004758
090004	0.016020978108556058
090005	0.015559369970588167
090006	0.01496971206520838
090007	0.014622114430478578
090008	0.014834280991616924
090009	0.015584338953836305
090010	0.01599114325143235
090011	0.016434363547706988
090012	0.017265659779110556
090013	0.017935292196323515
090014	0.01854376852744483
090015	0.019012642371166046
090016	0.019489346745087555
090017	0.019722724490792716
090018	0.019903715185301853
090019	0.02004518192478648
090020	0.02003712660838441
090021	0.019947524786100658
090022	0.019852564757569087
090023	0.019731730952353255
090024	0.019666909544625133
090025	0.019740218562338173
090026	0.0197840208024963
090027	0.019797646455265782
090028	0.02005587064002479
090029	0.020194977190541988
090030	0.020420760860976134
090031	0.020655812759182005
090032	0.020816309663571057
090033	0.020867616960268266
090034	0.0210242217798977
090035	0.021186119552972754
090036	0.02135289349150618
090037	0.021528004351505016
090038	0.02164797900034221
090039	0.021735992476410993
090040	0.021827932424498948
090041	0.02197178814214458
090042	0.0221244995873877
090043	0.02226433029384719
090044	0.022364065378471285
090045	0.022398307331926468
090046	0.02241782517937958
090047	0.022465021717846673
090048	0.02253036241019911
090049	0.022566502276849067
090050	0.022646191296339147
090051	0.02269399156436116
090052	0.022739347044780686
090053	0.022769201822723878
090054	0.022780989948773228
090055	0.022852330572998566
090056	0.022909598704746792
090057	0.022965866216171922
090058	0.023035125776063207
090059	0.023101882748909498
090100	0.023154518557200753
090101	0.02320070004458684
090102	0.023233924597789883
090103	0.02323466364667302
090104	0.023214321704104975
090105	0.023184721566929013
090106	0.02313589076488467
090107	0.02309282880516055
090108	0.023050671873968132
090109	0.02298230436952869
090110	0.022937251797379824
090111	0.022889638428877652
090112	0.02283164909814178
090113	0.02278874458468682
090114	0.022732122222830897
090115	0.022657631685147138
090116	0.0225976820502274
090117	0.022527571221739366
090118	0.02245041225192722
090119	0.022376718861406703
090120	0.022302016884528656
090121	0.022218559988435676
090122	0.022143381891659732
090123	0.02208104239312094
090124	0.022026340408570967
090125	0.021971597199776784
090126	0.021912099005263308
090127	0.021864753900190114
090128	0.021826887658895604
090129	0.021798448809145835
090130	0.021772793351627625
090131	0.02177838987942099
090132	0.021774222042486812
090133	0.021768916471046472
090134	0.021790752036101008
090135	0.021790650645999637
090136	0.02179187919631141
090137	0.021791664837408103
090138	0.021823626792303524
090139	0.021856822719080345
090140	0.0219024915574159
090141	0.021926854738613714
090142	0.021948105926424377
090143	0.02197729417023327
090144	0.022004176905144755
090145	0.02201630187299709
090146	0.02203237518505129
090147	0.022039984341507824
090148	0.022045042758136374
090149	0.022031330670797666
090150	0.0220286491134797
090151	0.022048524266637868
090152	0.022062365697102734
090153	0.02207391484634022
090154	0.02209058562107614
090155	0.022099834554226608
090156	0.022107247524885156
090157	0.02210320381841967
090158	0.022098938767091642
090159	0.022087638724116062
090200	0.02207317836197999
090201	0.022063839434872685
090202	0.022041989783938957
090203	0.022024404402678336
090204	0.022028275227547394
090205	0.02203615156797617
090206	0.022040787917699506
090207	0.022058792886815205
090208	0.022075765359613336
090209	0.022112731098009687
090210	0.022145199115786978
090211	0.02216967588672458
090212	0.02221518297047238
090213	0.022249511581374448
090214	0.022292910716986233
090215	0.022335994611392285
090216	0.022403984768858538
090217	0.02248194446176055
090218	0.022563642400254838
090219	0.022649414208046385
090220	0.0227626642650448
090221	0.02287534280714168
090222	0.022993285292284404
090223	0.02310369671086064
090224	0.023205719026477216
090225	0.023301379500373264
090226	0.023374331320895347
090227	0.023457015193128726
090228	0.023532920692844638
090229	0.02361208341636037
090230	0.023691155289764128
090231	0.023784737760955698
090232	0.023865061928095076
090233	0.02393589743755944
090234	0.023990925466819774
090235	0.02405803595392841
090236	0.02411595186947547
090237	0.024194917152896775
090238	0.024276343575723464
090239	0.024362342984159263
090240	0.02443461592336318
090241	0.02450265677386368
090242	0.024566762204471473
090243	0.02461150518540783
090244	0.024652699845637463
090245	0.024696704926012624
090246	0.024740019156031374
090247	0.024780927774021754
090248	0.02482517695787963
090249	0.024866883605397686
090250	0.02489150832616175
090251	0.0249116851113494
090252	0.024929243524088415
090253	0.02494891136411227
090254	0.02496658200147784
090255	0.02499052219448675
090256	0.025009273358175384
090257	0.025037710625856902
090258	0.025073546620890307
090259	0.025107739166337774
090300	0.025136163486448825
090301	0.025174616019652398
090302	0.025212958699520224
090303	0.025252595653473067
090304	0.02529715955878176
090305	0.025335656478449174
090306	0.02537512552113104
090307	0.025418119675787092
090308	0.02546321619618758
090309	0.02551295970862647
090310	0.025555907758567368
090311	0.02561173514954435
090312	0.025665803547178716
090313	0.025719044606433233
090314	0.025774929585849708
090315	0.025831589807111626
090316	0.02588583477274946
090317	0.02594370198482172
090318	0.025994873864899765
090319	0.02604915094712125
090320	0.026106090417527653
090321	0.02617153255746216
090322	0.02623854012899612
090323	0.026296325233061874
090324	0.02635306420856142
090325	0.02640759434341639
090326	0.026464737155655126
